Name,speech_ratio
mDRMCwSD3Ms.001.wav,0.9833333333333332
nUazOUcW_AM.002.wav,1.0049333333333332
8AnIttmflwI.000.wav,0.9573333333333331
XB81sertsYU.004.wav,1.0005333333333333
alucqviYJFE.005.wav,0.8821333333333333
FTk2SCmJI_w.005.wav,0.8953333333333333
e3Y7na4SBh4.003.wav,0.9513333333333333
8Z6PrQdqffA.000.wav,0.8613333333333333
l3IoZ_QmOQo.002.wav,0.7801333333333333
_G3kw9HwCqY.001.wav,0.7665333333333333
6nbxAP_ZKQQ.004.wav,0.9381333333333332
AR3UwbmgKuQ.002.wav,0.5773333333333334
Kbcvurfuvhk.001.wav,0.9916
51KRxB3g7A8.001.wav,1.0049333333333332
okSmKH2k5lE.003.wav,0.9877333333333334
Kv0kZgqZEM0.002.wav,0.9813333333333334
PXJfSp2WvVY.004.wav,0.9077333333333332
12Ezy1y1cWY.004.wav,0.1429333333333333
MswJxdf-3Fc.003.wav,0.9789333333333332
QNVsr2mGwGs.000.wav,1.0093333333333334
y4w-PiVPfjI.001.wav,0.9597333333333334
X1EjfXX3NTk.002.wav,0.8160000000000001
xRhUBifOWiI.002.wav,0.8017333333333333
4CiR99jTzso.002.wav,0.9661333333333334
N5YT0FFd3-s.001.wav,0.9429333333333332
4kIHxR6s1L4.000.wav,0.9464
BmDClgdWlH4.005.wav,1.0157333333333334
vqLtOsoNPnU.001.wav,0.9725333333333332
TNtcyfM9jak.004.wav,1.0201333333333331
L5kpy0SA7os.002.wav,0.9665333333333332
19pTUX8KfYM.004.wav,1.0201333333333331
MCqC9VBT4q4.001.wav,0.9061333333333332
YPnuq0tDDqk.001.wav,0.7629333333333334
F-Dy1EFm_Mw.003.wav,0.8480000000000001
78zauTEQ-k8.003.wav,1.0157333333333334
Rwsss8y1bf0.003.wav,1.0157333333333334
1TXS1Zg4wDc.001.wav,0.9793333333333332
lnawWqnGpMc.003.wav,1.0157333333333334
fUIWjaZCYwM.002.wav,0.7781333333333333
EfQUV-C-YrU.003.wav,0.9465333333333332
ApCq0dwH1Ak.000.wav,0.9509333333333332
blAjqQ0ja8Q.001.wav,0.9857333333333334
_QXI4n_FRN4.000.wav,0.8269333333333333
-DOqN0d8KHw.000.wav,0.9228
oJPdfhG4hT0.000.wav,0.8757333333333333
-RqxrwIxMvE.002.wav,0.9685333333333334
8AnIttmflwI.004.wav,0.9553333333333334
1CYzbX8AaP8.005.wav,0.994
x0mD5kr2hu4.001.wav,0.8781333333333333
VbiUhNAdzus.001.wav,0.9533333333333334
kPXVZD3ac8s.002.wav,0.9125333333333334
WZnLayQeIZ0.002.wav,0.9877333333333334
2d6btbaNdfo.005.wav,0.8933333333333333
RZgTERiRDjA.002.wav,0.9213333333333332
N7oR6_oMBFk.001.wav,1.0201333333333331
tASMzbFSxsQ.004.wav,1.0157333333333334
93bQfdes68U.000.wav,0.8973333333333334
_IQX3zjINy4.003.wav,1.0005333333333333
PooFvZH6fK0.002.wav,0.8913333333333333
Vy-Lr_iM5qo.004.wav,0.3464
sx57p5HyekI.001.wav,0.9101333333333332
0u56Q_QmxIM.001.wav,0.9533333333333334
1hpZ2ecWqtI.000.wav,0.8909333333333334
voXr6-ykd1w.001.wav,0.7175999999999999
BQ9i8qkXiVQ.001.wav,0.8781333333333333
v5hZeuRW6m0.003.wav,0.8745333333333334
rD6NViDdyOU.000.wav,0.9429333333333332
pkwzo1OkEmY.004.wav,0.748
Ie2y_yOeKpo.005.wav,0.9273333333333332
5LT-hTT4J7s.005.wav,0.9449333333333332
Bz3Jx4QL_6Q.005.wav,0.9985333333333332
Jr6GmDtvTK0.001.wav,0.7437333333333334
JciLbidX1Q8.001.wav,0.3464
4lIbWq27O84.004.wav,0.9641333333333332
h7qbP1GS50U.000.wav,0.8909333333333334
8eeZjC_bmtc.004.wav,0.3848
p_mu11crx-s.000.wav,0.8568
VForU0EmBr0.002.wav,0.8265333333333333
L4uFD6434Pc.004.wav,0.9553333333333334
sHVXhr7_EOs.004.wav,0.9857333333333334
2d6btbaNdfo.001.wav,0.9077333333333332
Rops7WYMCCY.004.wav,0.8649333333333333
OEKg-Tvwcbk.002.wav,0.9081333333333332
CESTtNvDpww.001.wav,0.9853333333333332
1ajEXdEsJ-k.002.wav,0.8741333333333333
hIxLNK_x_QA.004.wav,0.8032
Pkgi4--hwfo.003.wav,1.0049333333333332
h_GDQ9_H1es.000.wav,1.0005333333333333
_ZAqTHlu2ts.000.wav,0.9985333333333332
nB-fPmvZg3U.004.wav,0.7856000000000001
fDBpO2TyB-Y.001.wav,0.8153333333333334
RtbBc9kI6tE.000.wav,0.8949333333333332
o2wtRccAgjE.005.wav,0.97
qD15qWMepxU.002.wav,0.728
pEr7WTIPW64.003.wav,0.7885333333333333
19pTUX8KfYM.005.wav,0.9921333333333332
ssexxLJLuhU.001.wav,1.0201333333333331
qfL0ml0f84g.000.wav,0.9985333333333332
WRz1F6DqmRQ.001.wav,0.9105333333333332
6CRet5sD6xI.000.wav,0.9445333333333332
QTtTAFqT-no.001.wav,0.9793333333333332
datcFOBWYxc.004.wav,0.9277333333333334
o5eCmKiomvo.000.wav,0.8741333333333333
OgPC4wnLJR0.000.wav,0.9085333333333332
HT_8WpgGqjk.002.wav,0.8997333333333334
dl9IT3OvI0o.005.wav,0.9297333333333332
ZoHY-rWJsyw.002.wav,0.8653333333333334
-9BZ8A9U7TE.002.wav,0.9405333333333332
dOFnHXRLEdM.004.wav,1.0049333333333332
6tBnFWDqvJE.000.wav,0.9661333333333334
0u56Q_QmxIM.005.wav,0.7455999999999999
T3v3-2tvV0s.002.wav,0.9253333333333332
8w_oPolxRWQ.000.wav,0.8653333333333334
XvV4YdhpC2w.003.wav,0.9101333333333332
aptKaxP81xA.005.wav,0.8229333333333333
qkmEt0ofGq8.001.wav,0.9617333333333332
QdafN9Y_j-Y.000.wav,1.0201333333333331
9RfE2-aTvaM.005.wav,0.7181333333333334
AvuGsnkWjt8.003.wav,0.8481333333333333
YHpEi96AY9w.005.wav,0.7197333333333333
