,filename,basename,extraversion,neuroticism,agreeableness,conscientiousness,openness,labels_mean,yamnet_no_music_20+speech_rate_>0.5,yamnet_no_music_20+speech_rate_>0.6,yamnet_no_music_20+speech_rate_>0.7,yamnet_no_music_20+speech_rate_>0.8,yamnet_no_music_20+speech_rate_>0.9,silero_speech_rate>0.5,silero_speech_rate>0.6,silero_speech_rate>0.7,silero_speech_rate>0.8,silero_speech_rate>0.9,ethnicity,gender,music,labels_mean_quant,partition
0,mDRMCwSD3Ms.001.wav,mDRMCwSD3Ms,0.5794392523364487,0.6979166666666666,0.7362637362637363,0.7669902912621359,0.5888888888888889,0.6738997670835754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,3,2.0
1,nUazOUcW_AM.002.wav,nUazOUcW_AM,0.4766355140186916,0.6875,0.5824175824175825,0.6990291262135921,0.711111111111111,0.6313386667521955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,3,1.0
2,8AnIttmflwI.000.wav,8AnIttmflwI,0.5327102803738318,0.5729166666666666,0.6373626373626373,0.5533980582524272,0.5111111111111111,0.5614997507533348,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,2,1.0
3,XB81sertsYU.004.wav,XB81sertsYU,0.588785046728972,0.5104166666666666,0.6483516483516484,0.4660194174757281,0.6666666666666666,0.5760478891779364,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,2,3.0
4,alucqviYJFE.005.wav,alucqviYJFE,0.5140186915887851,0.5729166666666666,0.5274725274725275,0.6019417475728155,0.6888888888888889,0.5810477044379369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,2,3.0
5,FTk2SCmJI_w.005.wav,FTk2SCmJI_w,0.4299065420560748,0.5520833333333334,0.3956043956043956,0.5339805825242718,0.5111111111111111,0.4845371929258373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,2,4.0
6,e3Y7na4SBh4.003.wav,e3Y7na4SBh4,0.588785046728972,0.7708333333333334,0.6263736263736264,0.7961165048543688,0.6888888888888889,0.694199480035838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,3,1.0
7,8Z6PrQdqffA.000.wav,8Z6PrQdqffA,0.4018691588785047,0.4375,0.3956043956043956,0.4466019417475728,0.4666666666666667,0.429648432579428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,0.0
8,l3IoZ_QmOQo.002.wav,l3IoZ_QmOQo,0.588785046728972,0.6145833333333333,0.5934065934065933,0.5533980582524272,0.6666666666666666,0.6033679396775985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,3,3.0
9,_G3kw9HwCqY.001.wav,_G3kw9HwCqY,0.4579439252336449,0.3020833333333333,0.5934065934065933,0.4174757281553398,0.4111111111111111,0.4364041382480045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,3.0
10,6nbxAP_ZKQQ.004.wav,6nbxAP_ZKQQ,0.5514018691588786,0.46875,0.4945054945054945,0.5436893203883495,0.7888888888888888,0.5694471145883222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,2,2.0
11,AR3UwbmgKuQ.002.wav,AR3UwbmgKuQ,0.2336448598130841,0.3125,0.4725274725274725,0.3883495145631068,0.4444444444444445,0.3702932582696215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,2.0
12,Kbcvurfuvhk.001.wav,Kbcvurfuvhk,0.308411214953271,0.4375,0.4615384615384615,0.5922330097087379,0.5333333333333333,0.4666032039067607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,0.0,1,3.0
13,51KRxB3g7A8.001.wav,51KRxB3g7A8,0.6448598130841123,0.65625,0.6483516483516484,0.6990291262135921,0.6222222222222222,0.6541425619743151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,3,4.0
14,okSmKH2k5lE.003.wav,okSmKH2k5lE,0.308411214953271,0.3541666666666666,0.5824175824175825,0.5922330097087379,0.3777777777777778,0.4430012503048071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,2.0
15,Kv0kZgqZEM0.002.wav,Kv0kZgqZEM0,0.3457943925233645,0.4375,0.4945054945054945,0.4854368932038835,0.3222222222222222,0.417091800490993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,1.0
16,PXJfSp2WvVY.004.wav,PXJfSp2WvVY,0.5327102803738318,0.4479166666666667,0.6153846153846153,0.6407766990291262,0.6777777777777777,0.5829132078464035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,2,2.0
17,12Ezy1y1cWY.004.wav,12Ezy1y1cWY,0.1401869158878504,0.0937499999999999,0.2747252747252747,0.2912621359223301,0.2555555555555555,0.2110959764182021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,3.0
18,MswJxdf-3Fc.003.wav,MswJxdf-3Fc,0.6542056074766356,0.6979166666666666,0.6483516483516484,0.6116504854368932,0.6555555555555556,0.6535359926974798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,3,0.0
19,QNVsr2mGwGs.000.wav,QNVsr2mGwGs,0.3738317757009345,0.4375,0.3076923076923076,0.3009708737864077,0.5888888888888889,0.4017767692137077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,0.0
20,y4w-PiVPfjI.001.wav,y4w-PiVPfjI,0.6355140186915887,0.7291666666666667,0.6593406593406592,0.4271844660194174,0.711111111111111,0.6324633843658886,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,3,2.0
21,X1EjfXX3NTk.002.wav,X1EjfXX3NTk,0.2897196261682243,0.4375,0.4615384615384615,0.4660194174757281,0.4888888888888889,0.4287332788142605,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,1,1.0
22,xRhUBifOWiI.002.wav,xRhUBifOWiI,0.5420560747663552,0.5833333333333333,0.6373626373626373,0.6796116504854369,0.5222222222222223,0.592917183633997,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,2,1.0,3,3.0
23,4CiR99jTzso.002.wav,4CiR99jTzso,0.4953271028037384,0.5104166666666666,0.5824175824175825,0.3980582524271845,0.5777777777777777,0.5127994764185899,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,2,1.0
24,N5YT0FFd3-s.001.wav,N5YT0FFd3-s,0.4859813084112149,0.4583333333333333,0.7252747252747254,0.6213592233009709,0.5666666666666667,0.5715230513973821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,2,2.0
25,4kIHxR6s1L4.000.wav,4kIHxR6s1L4,0.7102803738317757,0.8333333333333334,0.835164835164835,0.6893203883495147,0.9666666666666666,0.8069531194692251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,0.0,3,2.0
26,BmDClgdWlH4.005.wav,BmDClgdWlH4,0.7757009345794394,0.8020833333333334,0.868131868131868,0.941747572815534,0.7888888888888888,0.8353105195498127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,3,4.0
27,vqLtOsoNPnU.001.wav,vqLtOsoNPnU,0.5046728971962617,0.6770833333333334,0.5714285714285714,0.5533980582524272,0.6444444444444444,0.5902054609310076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,0.0,3,3.0
28,TNtcyfM9jak.004.wav,TNtcyfM9jak,0.3738317757009345,0.5208333333333334,0.4065934065934066,0.2912621359223301,0.5444444444444444,0.4273930191988898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,4.0
29,L5kpy0SA7os.002.wav,L5kpy0SA7os,0.3925233644859813,0.3854166666666667,0.5274725274725275,0.5631067961165048,0.4777777777777778,0.4692594265038916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,3.0
30,19pTUX8KfYM.004.wav,19pTUX8KfYM,0.5420560747663552,0.53125,0.7362637362637363,0.7864077669902914,0.6222222222222222,0.6436399600485211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,3,1.0
31,MCqC9VBT4q4.001.wav,MCqC9VBT4q4,0.4766355140186916,0.4166666666666667,0.5164835164835165,0.4271844660194174,0.5888888888888889,0.4851718104154362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,2,0.0
32,YPnuq0tDDqk.001.wav,YPnuq0tDDqk,0.2523364485981308,0.3645833333333333,0.2637362637362637,0.2524271844660194,0.5888888888888889,0.3443944238045272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,3.0
33,F-Dy1EFm_Mw.003.wav,F-Dy1EFm_Mw,0.6355140186915887,0.625,0.7142857142857143,0.5728155339805825,0.7888888888888888,0.6673008311693549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,3,3.0
34,78zauTEQ-k8.003.wav,78zauTEQ-k8,0.6168224299065421,0.5,0.5714285714285714,0.5631067961165048,0.5777777777777777,0.5658271150458791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,2,2.0
35,Rwsss8y1bf0.003.wav,Rwsss8y1bf0,0.4018691588785047,0.3541666666666666,0.3736263736263736,0.1941747572815534,0.5777777777777777,0.3803229468461752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,1.0
36,1TXS1Zg4wDc.001.wav,1TXS1Zg4wDc,0.5794392523364487,0.5104166666666666,0.5274725274725275,0.4563106796116505,0.6666666666666666,0.548061158550792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,2,2.0
37,lnawWqnGpMc.003.wav,lnawWqnGpMc,0.5514018691588786,0.4166666666666667,0.4945054945054945,0.5145631067961165,0.6666666666666666,0.5287607607587645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,2,0.0
38,fUIWjaZCYwM.002.wav,fUIWjaZCYwM,0.2897196261682243,0.3020833333333333,0.2967032967032966,0.2038834951456311,0.2222222222222222,0.2629223947145415,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,1,0.0
39,EfQUV-C-YrU.003.wav,EfQUV-C-YrU,0.3644859813084112,0.3125,0.4395604395604395,0.3689320388349514,0.4333333333333333,0.3837623586074271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,0.0
40,ApCq0dwH1Ak.000.wav,ApCq0dwH1Ak,0.5794392523364487,0.5,0.5274725274725275,0.6699029126213591,0.6222222222222222,0.5798073829305115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,0.0,2,0.0
41,blAjqQ0ja8Q.001.wav,blAjqQ0ja8Q,0.5140186915887851,0.6770833333333334,0.7912087912087912,0.7087378640776699,0.6333333333333333,0.6648764027083826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,3,2.0
42,_QXI4n_FRN4.000.wav,_QXI4n_FRN4,0.4392523364485981,0.5520833333333334,0.5054945054945055,0.5533980582524272,0.5222222222222223,0.5144900911502173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,2,1.0
43,-DOqN0d8KHw.000.wav,-DOqN0d8KHw,0.6168224299065421,0.625,0.813186813186813,0.5631067961165048,0.6222222222222222,0.6480676522864164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,3,1.0
44,oJPdfhG4hT0.000.wav,oJPdfhG4hT0,0.4205607476635514,0.4895833333333333,0.5274725274725275,0.5436893203883495,0.3222222222222222,0.4607056302159968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,4.0
45,-RqxrwIxMvE.002.wav,-RqxrwIxMvE,0.5981308411214954,0.4895833333333333,0.5164835164835165,0.5145631067961165,0.5111111111111111,0.5259743817691145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,2,2.0
46,8AnIttmflwI.004.wav,8AnIttmflwI,0.6261682242990655,0.6458333333333333,0.7252747252747254,0.6407766990291262,0.5777777777777777,0.6431661519428056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,3,1.0
47,1CYzbX8AaP8.005.wav,1CYzbX8AaP8,0.4205607476635514,0.5104166666666666,0.5604395604395604,0.4174757281553398,0.5222222222222223,0.4862229850294681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,2,1.0
48,x0mD5kr2hu4.001.wav,x0mD5kr2hu4,0.6074766355140188,0.6666666666666667,0.5714285714285714,0.6310679611650486,0.7,0.635327966954861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,3,4.0
49,VbiUhNAdzus.001.wav,VbiUhNAdzus,0.4579439252336449,0.4791666666666667,0.5054945054945055,0.5145631067961165,0.5333333333333333,0.4981003075048534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,0.0,2,4.0
50,kPXVZD3ac8s.002.wav,kPXVZD3ac8s,0.6822429906542057,0.7812499999999999,0.6153846153846153,0.6019417475728155,0.9111111111111112,0.7183860929445496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,3,0.0
51,WZnLayQeIZ0.002.wav,WZnLayQeIZ0,0.7476635514018694,0.5729166666666666,0.6373626373626373,0.4271844660194174,0.5888888888888889,0.5948032420678959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,0.0,3,1.0
52,2d6btbaNdfo.005.wav,2d6btbaNdfo,0.4299065420560748,0.4375,0.6153846153846153,0.6213592233009709,0.4333333333333333,0.5074967428149988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,2,0.0
53,RZgTERiRDjA.002.wav,RZgTERiRDjA,0.3551401869158878,0.3854166666666667,0.4725274725274725,0.6990291262135921,0.4666666666666667,0.4757560237980571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,0.0,1,3.0
54,N7oR6_oMBFk.001.wav,N7oR6_oMBFk,0.5140186915887851,0.625,0.6043956043956044,0.7184466019417477,0.7,0.6323721795852274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,3,4.0
