,Name,speech_rate
0,VZ6jhnbk-5g.000.wav,1.0201333333333333
0,RtbBc9kI6tE.000.wav,0.8949333333333332
0,6uqXoPJSoPg.001.wav,1.0201333333333333
0,4JjpfL4y3XM.003.wav,0.8501333333333334
0,WRz1F6DqmRQ.001.wav,0.9105333333333333
0,XAO4l8Ej-J8.001.wav,1.0093333333333334
0,vLAHfIjmRMc.003.wav,0.9681333333333334
0,f7togdqxEoo.001.wav,0.9405333333333333
0,wFZJ3gTKwwM.000.wav,0.7157333333333333
0,SFxiMxHvJuo.002.wav,0.8501333333333334
0,CwmYqA1yi0Q.004.wav,0.9385333333333333
0,8OGiv7FetSQ.003.wav,0.8869333333333334
0,7Y3S4nfQHeo.004.wav,0.9105333333333333
0,1sjXuXtx9-E.004.wav,0.9769333333333333
0,7b9DirXrkHo.000.wav,0.9513333333333333
0,LHV4HNK35pM.002.wav,0.8993333333333333
0,1izSTcQI7H4.005.wav,0.6821333333333333
0,qMARpi60Hhs.003.wav,0.9897333333333334
0,YOdKAtXbOoQ.000.wav,0.7837333333333334
0,CV930dFsubs.005.wav,0.8908
0,7ZnijRlK5-E.001.wav,0.9533333333333334
0,vxuBHsokOX4.001.wav,0.9853333333333333
0,qJ6_xSx9kCM.004.wav,0.8505333333333333
0,8qesctueAV0.005.wav,0.9769333333333333
0,keW8-eSiQ70.001.wav,0.6664
0,E49FxumXPnc.000.wav,1.0201333333333333
0,aLvpOYqzErk.001.wav,0.7261333333333333
0,Pqy0NgxSvU0.004.wav,1.0093333333333334
0,Ahiq4zhmYco.000.wav,0.5888000000000001
0,OdwK_oMdfSU.001.wav,0.9189333333333334
0,WfCSCxADlrg.001.wav,0.6128
0,j6Rvmjjp7pU.003.wav,0.9125333333333334
0,-fqiCqZtgYs.000.wav,0.9313333333333333
0,g0PWBzU95sI.002.wav,0.9617333333333333
0,M56UFrEgXnI.000.wav,0.6213333333333334
0,1uC-2TZqplE.002.wav,0.9597333333333334
0,WwGca41TJVU.001.wav,0.9317333333333334
0,aptKaxP81xA.003.wav,1.0049333333333332
0,PKtzsEqLGx4.002.wav,0.8825333333333333
0,voXr6-ykd1w.001.wav,0.7175999999999999
0,YdxS3f4HXaA.001.wav,0.8889333333333334
0,twmdh5zdvfg.003.wav,0.8893333333333333
0,rBxWZzkEncE.001.wav,1.0029333333333335
0,3n-QaO3EvPQ.000.wav,0.9597333333333334
0,xtDw9TlWiww.004.wav,0.9361333333333334
0,wVpjBxCirAQ.000.wav,0.8309333333333334
0,LKc69Et2Jg8.001.wav,0.9017333333333333
0,SNEoE1c-k64.001.wav,0.5329583333333333
0,MOXPVzRBDPo.000.wav,0.9641333333333333
0,1uC-2TZqplE.005.wav,0.9749333333333333
0,S1AEj1kO5dc.001.wav,0.9213333333333333
0,lNG_XdqMf0g.001.wav,1.0201333333333333
0,liRQoL7SsPw.003.wav,0.8737333333333334
0,aFVFvJNnFt0.002.wav,0.9193333333333332
0,dvU5jYExl0o.002.wav,0.8909333333333334
